Taken_product,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page
No,293,Mobile,20064,6,3,Historical site,88,5332,7,Yes,19,No,4,3,17
No,258,Tab,40364,1,2,Historical site,103,4331,1,No,19,No,3,0,5
No,428,Tab,49007,7,3,Beach,57,7271,4,No,14,No,1,0,37
No,182,Tab,18944,2,1,Trekking,70,2325,3,No,23,No,3,1,3
No,388,Tab,15131,9,4,Beach,101,2084,3,No,30,Yes,2,2,10
No,233,Tab,10088,2,3,Beach,108,4161,1,No,22,No,1,3,11
Yes,353,Tab,23422,9,2,Historical site,74,9622,1,No,23,No,4,0,9
No,303,Laptop,18557,1,4,Beach,90,13506,1,No,31,Yes,4,1,22
No,393,Tab,22129,21,4,Big Cities,79,5448,0,Yes,32,Yes,4,0,11
No,234,Tab,46694,4,2,Historical site,69,5214,1,Yes,20,No,2,3,11
No,357,Laptop,22341,1,3,Historical site,43,10684,2,Yes,20,No,3,1,21
No,243,Tab,38267,6,4,Historical site,96,5016,1,No,20,No,1,0,12
No,408,Tab,42604,2,4,Trekking,70,13556,9,No,22,No,1,1,16
No,189,Tab,47359,3,2,Other,42,5007,0,No,28,Yes,1,1,4
No,220,Mobile,4210,4,3,Historical site,46,4228,1,No,18,No,2,0,5
No,445,Tab,23880,10,4,Historical site,43,13882,0,No,25,No,3,0,38
No,339,Mobile,17121,23,3,Historical site,72,2051,4,No,24,No,3,1,17
Yes,282,Tab,28248,6,4,Hill Stations,74,2077,4,Yes,29,Yes,4,0,7
No,251,Tab,28951,1,1,Beach,76,2963,1,No,17,No,4,0,1
Yes,162,Laptop,30495,6,3,Beach,77,2935,1,Yes,29,No,2,0,1
No,261,Tab,23279,6,4,Other,49,4814,1,No,21,No,3,0,16
No,284,Mobile,36403,2,2,Beach,111,5168,5,No,23,No,4,1,17
No,449,Mobile,49711,2,4,Hill Stations,35,18849,9,No,33,Yes,4,1,30
No,385,Laptop,39033,1,3,Beach,80,18176,3,Yes,28,No,1,0,28
Yes,196,Tab,8410,5,3,Big Cities,58,5750,1,Yes,20,No,4,0,6
No,199,Tab,44804,7,1,Historical site,69,2899,1,No,14,No,3,2,2
No,169,Tab,18697,15,3,Historical site,68,2877,1,No,26,No,3,0,1
No,395,Laptop,50969,1,4,Historical site,36,7490,3,No,24,Yes,3,0,23
Yes,263,Laptop,23041,7,3,Beach,73,6082,1,Yes,33,Yes,4,0,9
No,412,Mobile,4982,26,3,Hill Stations,39,17335,2,Yes,19,No,3,0,23
No,185,Tab,39448,18,1,Beach,57,2785,0,No,17,No,3,1,6
No,260,Tab,36096,6,4,Beach,57,4515,6,No,19,No,3,1,12
No,285,Tab,41625,3,3,Beach,91,7434,2,No,15,No,1,0,12
No,258,Tab,47394,5,3,Historical site,56,11639,2,No,19,No,4,0,14
No,275,Laptop,51352,11,2,Trekking,101,9747,0,No,19,No,3,1,10
No,282,Tab,32276,3,2,Beach,47,2844,5,No,27,Yes,1,1,7
No,333,Laptop,13801,26,2,Beach,101,16969,1,Yes,22,No,4,2,25
No,228,Laptop,45932,23,3,Beach,102,2624,1,No,31,Yes,3,3,10
No,253,Mobile,26258,22,2,Big Cities,103,6156,0,No,16,No,1,1,8
Yes,423,Tab,15443,14,4,Beach,82,4974,9,Yes,27,No,1,3,7
No,395,Tab,23943,6,3,Beach,60,19545,7,No,16,No,3,0,23
Yes,236,Tab,8727,6,4,Beach,82,6184,4,Yes,30,No,2,0,12
No,207,Tab,29447,6,3,Other,49,2380,1,No,31,No,3,0,5
Yes,441,Tab,5150,23,4,Historical site,104,10321,1,No,19,No,4,1,40
Yes,152,Tab,18488,22,1,Big Cities,61,1684,1,Yes,26,No,4,0,0
No,172,Tab,20794,2,1,Trekking,109,2530,0,No,17,No,3,1,3
No,377,Tab,16455,20,4,Historical site,105,6575,1,No,25,No,3,0,16
No,335,Laptop,33507,28,3,Historical site,79,4742,4,No,17,No,4,0,18
No,382,Laptop,28323,12,3,Big Cities,81,9215,4,No,21,No,4,0,16
Yes,245,Tab,18977,20,3,Beach,80,4566,3,Yes,23,No,3,1,4
No,318,Tab,28074,9,1,Beach,102,8193,3,Yes,19,No,3,1,12
No,202,Tab,47435,25,1,Beach,71,2951,1,No,26,Yes,4,1,8
No,277,Tab,7564,6,2,Historical site,95,4949,6,No,24,Yes,4,2,7
Yes,387,Laptop,40260,8,4,Beach,61,10662,2,No,22,No,4,0,18
No,304,Tab,46522,4,4,Beach,59,5911,4,No,21,No,3,1,17
No,193,Tab,33572,28,3,Beach,47,8651,2,No,27,No,4,0,6
No,235,Tab,43403,9,3,Hill Stations,56,6351,0,Yes,22,No,4,0,12
Yes,246,Tab,36163,9,3,Historical site,46,4212,7,No,28,Yes,1,0,10
No,347,Tab,46072,29,3,Historical site,93,3462,5,No,20,No,2,0,9
No,296,Tab,12749,3,5,Trekking,38,4327,3,Yes,26,Yes,2,0,19
No,229,Tab,15335,18,3,Beach,78,2640,1,No,23,No,3,0,5
No,245,Laptop,24120,9,2,Historical site,47,4675,0,No,20,No,4,3,9
No,237,Tab,7039,5,3,Trekking,88,3207,5,No,20,No,4,1,8
No,229,Tab,49957,2,1,Historical site,42,2728,0,No,16,No,4,0,6
No,314,Laptop,29998,10,3,Beach,97,17186,4,No,21,No,2,1,21
No,318,Tab,32658,9,4,Beach,97,2242,2,No,28,Yes,4,1,7
No,148,Tab,41342,3,1,Historical site,82,1490,1,No,21,No,4,0,1
No,305,Laptop,48828,26,3,Historical site,66,5616,1,No,17,No,1,1,20
No,274,Tab,23182,1,5,Big Cities,101,7298,1,No,18,No,1,2,10
No,405,Tab,50265,6,2,Big Cities,41,2314,2,Yes,30,Yes,4,1,13
No,347,Tab,6802,9,3,Beach,69,2354,8,No,26,No,3,1,20
No,243,Laptop,33856,8,3,Big Cities,54,9005,1,No,20,No,4,0,9
No,229,Mobile,52367,1,1,Trekking,46,4325,1,No,18,No,1,1,10
No,389,Tab,40923,7,4,Historical site,38,6135,2,No,21,No,3,0,10
No,445,Tab,40080,9,3,Historical site,87,3354,4,Yes,25,Yes,2,1,9
No,303,Tab,22060,4,4,Big Cities,78,10864,7,No,19,No,1,1,15
No,263,Laptop,10611,2,4,Big Cities,78,2239,6,No,22,No,4,1,6
No,169,Tab,43972,19,1,Historical site,90,2335,1,No,34,Yes,1,2,2
No,215,Mobile,24196,9,3,Historical site,67,2031,6,No,21,No,4,1,6
No,217,Tab,15404,21,3,Historical site,51,2723,1,No,22,No,3,1,5
No,440,Tab,11699,24,2,Beach,94,9449,3,Yes,26,No,2,1,12
No,213,Mobile,50754,3,3,Historical site,82,2572,1,Yes,23,No,4,1,1
No,381,Tab,50824,11,3,Beach,65,19932,3,No,20,No,2,0,21
No,319,Tab,16278,14,3,Beach,60,2454,4,No,15,No,1,1,13
No,237,Tab,46868,5,3,Beach,48,9426,2,No,22,No,3,1,12
No,291,Tab,24579,1,4,Beach,65,8697,4,No,27,Yes,3,0,12
No,250,Tab,4206,6,5,Beach,51,3049,3,No,28,Yes,1,0,8
No,207,Tab,40500,17,3,Trekking,55,3061,0,Yes,25,No,4,1,6
Yes,154,Laptop,21079,1,1,Trekking,109,2329,0,No,27,Yes,1,0,1
No,279,Laptop,51807,3,2,Historical site,39,2095,4,No,22,No,3,0,13
No,236,Mobile,3890,9,3,Historical site,71,3078,1,No,19,No,3,2,12
No,350,Tab,44391,4,2,Beach,34,5010,4,Yes,15,No,1,1,9
No,423,Tab,24962,8,3,Beach,71,4263,4,Yes,28,No,3,1,19
No,251,Tab,4700,2,3,Beach,96,2506,0,No,23,No,1,0,4
Yes,155,Tab,10614,2,3,Beach,54,1109,1,No,32,Yes,3,0,1
No,354,Tab,18419,1,2,Big Cities,100,10457,1,No,37,Yes,3,3,24
No,291,Tab,48309,9,2,Beach,83,2298,1,No,21,No,3,0,2
No,238,Tab,4908,12,1,Historical site,106,3940,8,Yes,29,Yes,3,1,7
No,260,Tab,22023,27,2,Historical site,106,2323,2,No,24,No,4,0,9
Yes,315,Tab,47469,20,2,Big Cities,76,3151,1,Yes,34,Yes,4,0,4
No,380,Tab,11488,1,3,Historical site,96,3693,2,No,19,No,4,1,5
No,404,Tab,37947,13,2,Historical site,62,4456,1,No,16,No,3,2,5
No,256,Tab,32591,14,3,Historical site,75,2761,1,No,18,No,4,1,8
No,307,Tab,34625,4,1,Historical site,49,19042,1,No,20,No,2,1,21
No,421,Tab,24228,14,4,Historical site,66,18728,8,No,15,No,4,0,36
No,264,Laptop,37422,2,1,Beach,53,9559,1,No,23,No,3,0,10
No,386,Tab,10959,3,3,Historical site,102,13742,3,No,23,No,3,0,21
No,398,Tab,24471,1,4,Beach,75,20004,0,No,17,No,1,1,34
No,206,Tab,31293,9,3,Historical site,111,2290,1,No,22,No,4,0,7
Yes,273,Tab,19465,23,2,Beach,62,5919,3,Yes,17,No,1,0,8
No,330,Mobile,47045,7,3,Historical site,42,2099,4,No,19,No,4,3,7
No,344,Mobile,41831,2,2,Historical site,77,16795,9,No,26,Yes,4,1,22
No,282,Tab,10154,21,3,Beach,68,3568,1,Yes,21,No,1,1,8
No,273,Laptop,4833,2,3,Historical site,48,4437,5,No,16,No,4,0,10
No,319,Mobile,32422,21,2,Historical site,47,5270,2,No,23,No,2,1,11
No,293,Tab,44147,2,4,Beach,91,6558,9,No,20,No,2,0,14
No,288,Tab,37952,29,3,Trekking,57,6273,3,No,29,No,1,1,9
No,213,Laptop,16529,1,1,Trekking,67,4305,5,No,25,No,3,1,6
No,376,Mobile,35074,18,4,Beach,101,6814,1,Yes,26,No,1,2,7
No,265,Laptop,30734,10,4,Historical site,55,3822,1,Yes,26,No,4,1,5
No,303,Tab,31686,19,2,Historical site,107,2744,8,Yes,25,No,3,1,15
Yes,292,Tab,41304,29,1,Historical site,80,6676,7,Yes,24,No,2,0,17
Yes,221,Tab,4242,27,3,Big Cities,44,7651,1,No,27,Yes,4,3,10
No,169,Tab,39764,5,3,Beach,70,2334,1,Yes,20,No,1,1,4
No,281,Laptop,22234,18,1,Historical site,82,2163,1,No,19,No,1,0,8
No,312,Mobile,40291,9,5,Beach,69,4883,9,No,17,No,4,1,5
No,349,Tab,22547,1,4,Historical site,101,9399,7,No,25,No,3,1,17
Yes,252,Tab,36586,4,4,Historical site,40,10404,1,No,14,No,3,0,14
No,237,Mobile,29023,1,1,Beach,91,8481,1,No,28,Yes,3,0,12
No,209,Laptop,43482,20,3,Beach,95,9985,1,No,25,No,4,0,7
No,387,Tab,51424,8,4,Beach,91,12494,5,No,21,No,4,2,16
Yes,235,Tab,35181,3,3,Trekking,91,2663,5,Yes,22,No,3,0,8
No,320,Tab,31367,6,3,Beach,87,13599,3,Yes,28,No,3,0,16
Yes,235,Laptop,11695,26,4,Big Cities,62,6699,5,No,22,No,3,0,9
Yes,225,Tab,34726,1,3,Trekking,93,2067,0,No,25,No,4,0,7
No,347,Mobile,36823,6,3,Historical site,64,8869,6,No,19,No,4,0,23
No,409,Tab,40149,3,3,Big Cities,60,5946,2,No,19,No,4,1,16
No,273,Tab,48870,5,2,Beach,69,5920,8,No,24,No,4,0,16
No,259,Tab,5149,4,4,Historical site,56,2629,6,No,30,Yes,4,0,7
No,288,Laptop,23215,11,3,Other,59,12189,1,Yes,18,No,3,3,10
No,290,Tab,4170,3,3,Beach,80,10619,0,No,19,No,3,2,17
No,236,Mobile,34275,1,4,Historical site,100,4350,0,No,15,No,4,1,6
No,448,Tab,4973,3,3,Beach,74,2181,3,No,27,No,1,1,7
No,284,Laptop,11171,4,4,Big Cities,52,2800,4,No,24,No,3,1,13
No,226,Laptop,49466,1,1,Historical site,51,7929,1,No,26,No,4,1,11
No,273,Laptop,33044,1,3,Big Cities,95,8796,1,No,25,No,1,0,10
Yes,227,Tab,31372,18,1,Historical site,92,2401,1,Yes,23,No,3,0,4
No,393,Tab,46314,2,3,Beach,98,3215,7,No,21,No,2,0,6
No,322,Tab,18630,4,2,Trekking,65,19239,1,No,21,No,4,0,22
No,451,Tab,28635,6,2,Historical site,61,2272,8,No,23,No,4,0,7
No,380,Tab,29897,1,4,Historical site,80,19527,3,No,20,No,3,1,32
Yes,254,Tab,28461,14,3,Historical site,70,2441,5,Yes,25,No,3,1,8
No,330,Tab,36200,16,3,Big Cities,90,16075,5,Yes,34,Yes,3,1,22
Yes,252,Tab,16286,2,2,Beach,46,2713,7,No,25,Yes,1,0,13
No,395,Mobile,26996,2,4,Beach,91,19078,1,Yes,27,No,4,0,33
No,250,Tab,49044,4,2,Beach,59,3934,2,No,17,No,1,1,6
Yes,251,Tab,18037,1,3,Beach,73,3741,0,Yes,20,No,4,0,4
No,305,Tab,50092,1,4,Historical site,99,2238,7,No,21,No,3,3,7
No,250,Mobile,34168,26,4,Big Cities,107,4472,0,No,21,No,1,0,4
No,311,Tab,49390,19,2,Beach,42,3080,2,No,25,No,1,2,17
No,311,Tab,45510,24,2,Trekking,72,3323,1,No,29,No,1,2,9
No,347,Tab,8823,1,3,Other,74,19211,0,No,17,No,3,1,25
No,244,Laptop,46451,3,4,Historical site,79,13684,9,No,22,No,1,1,9
No,253,Tab,29126,5,4,Beach,67,2915,1,No,18,No,3,1,2
No,266,Tab,16460,2,4,Beach,93,5967,6,No,20,No,2,1,13
No,286,Tab,35602,1,2,Historical site,94,3927,2,No,20,No,1,1,17
No,347,Laptop,41974,7,4,Beach,81,6438,4,No,27,No,4,1,9
Yes,284,Laptop,17648,10,3,Historical site,65,10060,6,No,23,No,2,2,17
No,298,Laptop,17678,2,4,Trekking,74,10948,0,No,32,Yes,4,0,20
No,228,Tab,23285,15,3,Beach,64,2347,1,No,30,No,1,0,6
No,319,Tab,32063,17,2,Beach,94,6551,3,Yes,18,No,3,0,10
No,222,Tab,43654,20,2,Big Cities,49,6937,2,No,22,No,4,1,10
No,198,Tab,23986,1,3,Beach,69,4909,0,No,15,No,4,2,5
No,324,Tab,9422,2,3,Historical site,66,2600,0,Yes,17,No,3,1,10
No,311,Tab,49569,2,2,Historical site,59,19445,0,No,26,No,4,1,22
No,391,Tab,29167,1,3,Beach,100,2729,1,No,15,No,2,0,1
Yes,242,Laptop,10753,29,2,Historical site,80,3491,0,No,22,No,2,0,6
No,252,Laptop,45894,7,3,Beach,110,2805,1,No,31,Yes,3,0,5
No,293,Mobile,46452,2,2,Beach,46,5258,3,No,22,No,4,1,13
No,245,Tab,4487,2,1,Trekking,87,2181,4,No,17,No,4,0,9
No,356,Tab,17085,2,3,Trekking,81,16880,3,Yes,17,No,2,1,28
Yes,219,Tab,18523,2,4,Beach,91,3490,2,No,14,No,3,0,5
No,224,Tab,42353,2,3,Historical site,81,6648,2,No,23,No,2,2,10
No,243,Tab,51213,23,3,Historical site,69,5589,0,No,30,Yes,2,1,10
No,199,Mobile,23632,5,2,Beach,90,4009,1,No,20,No,4,2,6
No,341,Tab,48484,20,2,Historical site,90,13500,0,Yes,22,No,2,0,21
No,273,Tab,49110,6,3,Beach,58,3217,0,No,19,No,3,1,16
No,423,Tab,15828,1,3,Historical site,93,19048,0,Yes,17,No,3,0,37
Yes,365,Mobile,23315,29,4,Beach,99,11852,1,Yes,20,No,4,1,10
No,217,Tab,40541,9,3,Historical site,106,2077,1,No,26,Yes,4,1,5
No,283,Tab,7984,6,4,Historical site,104,6506,4,No,17,No,2,1,7
No,169,Tab,34866,3,2,Historical site,106,3242,1,No,29,No,1,0,3
No,289,Mobile,25485,1,4,Historical site,91,13607,2,Yes,29,No,1,2,15
No,275,Tab,46035,22,3,Beach,75,11999,7,No,27,No,2,1,10
No,297,Tab,11280,7,2,Historical site,50,5617,1,Yes,32,Yes,3,1,8
No,198,Laptop,51772,1,3,Beach,96,6403,1,No,26,Yes,1,1,6
No,383,Tab,27898,4,1,Beach,107,19147,3,No,20,No,1,2,28
No,405,Tab,37461,3,4,Historical site,52,17589,3,Yes,20,No,4,3,21
No,320,Tab,22230,1,1,Beach,108,4918,1,No,28,Yes,3,0,20
No,227,Laptop,15478,2,2,Beach,56,4559,1,No,29,No,1,0,10
No,424,Tab,5154,20,2,Trekking,44,5420,3,Yes,29,No,4,1,12
No,204,Laptop,17371,11,2,Historical site,71,4748,1,Yes,24,No,3,1,5
No,290,Tab,48025,1,3,Beach,47,2123,1,No,22,No,2,0,17
Yes,342,Laptop,32210,24,3,Beach,53,3173,3,Yes,27,Yes,4,1,19
No,289,Tab,24089,23,4,Beach,93,5748,9,No,19,No,2,1,10
Yes,200,Tab,50724,16,4,Historical site,52,2384,2,Yes,21,No,4,1,5
No,220,Tab,39105,8,2,Beach,72,3314,1,No,28,Yes,4,0,5
No,372,Laptop,22266,10,4,Beach,41,18668,9,Yes,17,No,4,0,22
No,278,Tab,17719,3,3,Trekking,41,4497,4,No,23,No,4,0,10
No,238,Laptop,15552,5,3,Big Cities,87,2798,1,No,21,No,3,1,2
Yes,200,Tab,33253,4,4,Big Cities,52,5835,1,Yes,19,No,2,0,8
No,287,Laptop,31118,9,3,Historical site,65,2337,1,Yes,16,No,3,3,4
No,323,Laptop,19434,26,3,Big Cities,88,13536,5,No,25,No,4,1,23
Yes,144,Tab,8055,3,3,Beach,58,1426,1,No,19,No,3,0,0
No,275,Tab,43128,16,3,Big Cities,105,8027,0,No,26,No,3,2,12
No,275,Laptop,19819,18,4,Beach,92,3697,4,No,29,No,4,2,4
No,394,Tab,45580,2,3,Historical site,89,5494,5,No,23,No,4,1,13
No,311,Tab,11700,2,4,Beach,98,16023,1,No,27,No,2,0,22
No,140,Tab,28430,10,3,Historical site,78,1210,1,No,23,No,1,0,0
No,214,Tab,51664,16,2,Historical site,73,5664,0,No,27,No,3,0,9
No,238,Tab,7640,7,3,Trekking,110,6941,4,No,14,No,2,1,10
No,296,Tab,39627,1,3,Historical site,51,9619,0,No,27,No,1,3,19
No,278,Mobile,38686,24,4,Beach,50,5677,7,No,21,No,3,1,11
No,247,Tab,31719,7,3,Beach,102,5491,1,No,18,No,3,1,13
No,288,Tab,29726,25,2,Beach,90,12065,3,No,26,No,3,1,19
No,446,Mobile,13655,1,4,Beach,35,5669,2,Yes,18,No,4,1,12
No,243,Tab,24191,5,4,Trekking,89,4830,0,Yes,15,No,3,1,6
No,244,Tab,3718,2,3,Hill Stations,71,6418,3,No,16,No,4,0,9
No,346,Laptop,43723,7,3,Beach,101,5219,1,No,24,No,1,1,24
No,237,Tab,6732,2,4,Beach,41,2704,0,Yes,29,No,2,1,3
No,257,Laptop,19358,5,4,Beach,81,11888,6,No,18,No,2,2,12
No,296,Tab,4101,10,1,Historical site,109,17074,1,Yes,21,No,4,0,21
No,326,Laptop,6487,10,4,Beach,45,2459,0,No,30,No,1,0,9
No,372,Tab,38196,1,2,Trekking,101,13967,7,Yes,19,No,4,0,25
Yes,400,Tab,25315,8,4,Historical site,88,4948,2,No,22,No,1,0,11
No,212,Tab,42710,5,3,Beach,93,2488,1,Yes,19,No,2,0,4
No,249,Tab,20583,8,2,Trekking,70,5234,1,Yes,20,No,4,0,13
No,208,Tab,48205,2,3,Beach,80,4486,1,Yes,19,No,1,0,5
No,243,Tab,24197,7,3,Big Cities,85,7550,4,No,16,No,4,3,13
No,246,Tab,35635,2,4,Historical site,84,5067,7,No,24,No,3,0,10
Yes,219,Tab,40504,2,4,Historical site,91,3469,5,Yes,25,No,4,0,5
No,228,Tab,44631,28,2,Historical site,76,5785,1,No,21,No,4,2,11
No,242,Laptop,27940,7,2,Beach,56,8949,1,No,36,Yes,1,1,10
No,301,Laptop,23528,7,2,Historical site,59,19279,1,No,23,No,1,1,21
Yes,298,Tab,40681,3,2,Historical site,52,5246,4,Yes,24,No,1,0,12
No,258,Laptop,17784,10,3,Big Cities,52,4686,3,No,18,No,3,0,9
No,362,Tab,51879,5,5,Beach,46,18310,4,No,16,No,2,1,21
No,327,Laptop,19576,10,4,Beach,87,5261,1,No,19,No,2,1,9
No,208,Mobile,7359,1,1,Big Cities,81,6353,0,Yes,16,No,4,1,6
No,413,Laptop,32489,20,4,Beach,41,4876,3,No,16,No,4,0,20
No,331,Tab,35039,7,3,Beach,54,9997,8,No,20,No,1,1,10
No,342,Tab,19224,8,4,Other,86,3708,9,No,19,No,1,2,12
No,311,Tab,39350,1,2,Historical site,60,7469,2,Yes,26,Yes,3,3,6
Yes,225,Tab,11136,8,4,Other,87,2127,1,Yes,21,No,4,0,7
No,227,Tab,25842,9,5,Other,37,3988,0,No,25,No,3,0,4
No,228,Tab,19959,5,3,Big Cities,34,6123,1,No,21,No,3,3,10
No,215,Tab,39561,8,4,Big Cities,66,6217,1,No,30,No,1,1,8
No,282,Tab,41732,5,2,Historical site,72,6351,7,No,23,No,3,2,8
No,292,Tab,12016,15,2,Beach,102,11519,0,Yes,26,No,2,1,12
No,241,Tab,43127,7,4,Historical site,49,7148,1,Yes,25,No,3,0,11
No,221,Tab,5043,10,1,Big Cities,50,8271,1,Yes,23,No,1,2,7
No,273,Tab,45368,5,4,Trekking,68,8106,0,No,19,No,4,0,17
No,180,Tab,45826,26,1,Beach,92,2907,1,No,21,No,3,2,4
No,316,Tab,16912,6,3,Historical site,99,6041,6,Yes,25,No,4,0,8
No,365,Laptop,45820,4,1,Historical site,107,2980,3,No,26,No,1,0,5
No,321,Tab,28359,23,5,Beach,47,15995,2,No,20,No,2,0,16
No,224,Mobile,26113,2,3,Beach,64,4653,1,No,23,No,1,1,4
No,319,Tab,19048,2,1,Trekking,60,2701,0,Yes,23,No,3,1,4
No,246,Tab,37173,2,3,Historical site,81,2377,1,No,18,No,3,1,8
No,370,Tab,18555,29,1,Historical site,96,12507,3,No,32,Yes,2,1,15
No,287,Tab,46174,6,3,Historical site,57,5985,4,Yes,21,No,1,2,13
No,235,Mobile,22441,25,2,Trekking,97,4745,7,Yes,15,No,2,1,4
No,199,Tab,32660,1,3,Beach,67,5299,1,No,25,No,2,1,8
No,318,Tab,46631,2,4,Other,108,6790,3,No,27,Yes,2,0,14
Yes,164,Laptop,26467,1,1,Trekking,107,2185,1,Yes,20,No,3,0,3
No,274,Mobile,29585,1,5,Historical site,53,6657,4,No,27,No,2,0,7
No,280,Laptop,18944,3,4,Historical site,55,9708,4,No,20,No,1,1,16
No,435,Tab,20764,1,4,Historical site,91,6763,2,No,23,No,3,0,15
No,308,Tab,40995,10,4,Beach,58,2221,3,Yes,21,No,3,1,10
No,164,Mobile,31336,9,2,Historical site,45,2615,1,No,29,Yes,3,0,3
Yes,252,Tab,12260,5,3,Big Cities,41,2855,1,Yes,19,No,2,0,1
No,281,Tab,32239,10,3,Historical site,105,3462,6,No,29,Yes,2,1,17
No,348,Mobile,40045,7,4,Historical site,37,5265,2,No,20,No,3,0,7
Yes,312,Laptop,5016,4,3,Big Cities,60,9366,1,No,29,No,3,0,8
No,385,Tab,36620,10,3,Trekking,105,10501,6,No,24,No,4,0,20
Yes,311,Tab,20131,22,2,Big Cities,75,6392,2,Yes,20,No,1,2,8
No,237,Tab,14287,9,4,Beach,53,2669,0,Yes,26,No,4,0,3
Yes,164,Tab,5470,12,3,Beach,102,2721,1,No,21,No,4,0,1
No,230,Tab,44916,23,3,Beach,59,2210,9,No,25,No,4,0,6
No,270,Tab,26435,9,4,Beach,106,6549,9,No,28,No,3,0,10
No,214,Tab,51427,1,2,Historical site,87,3823,1,No,16,No,2,1,5
No,218,Tab,10652,9,4,Beach,95,5257,1,No,28,No,4,0,7
No,374,Tab,44141,7,3,Other,34,10975,8,No,35,Yes,3,0,26
No,393,Tab,41242,14,2,Beach,90,4948,4,No,17,No,3,1,18
No,278,Tab,11526,2,3,Beach,101,2554,4,No,16,No,2,1,6
Yes,267,Mobile,47674,19,3,Big Cities,75,5307,8,Yes,23,No,2,0,9
No,418,Tab,45891,2,3,Beach,102,16666,2,Yes,24,No,3,0,30
No,185,Tab,47996,10,4,Big Cities,82,4267,1,Yes,20,No,4,1,5
No,236,Tab,7078,2,1,Trekking,76,2479,1,No,29,No,1,1,1
Yes,205,Laptop,20135,3,1,Trekking,84,3107,0,No,28,Yes,3,0,7
No,170,Tab,8864,11,3,Historical site,50,2253,1,No,16,No,4,1,2
No,278,Tab,5747,2,2,Historical site,65,7607,1,No,18,No,2,2,10
Yes,236,Laptop,16246,4,3,Trekking,48,2294,9,Yes,29,Yes,3,0,3
No,281,Tab,38751,14,3,Beach,107,3040,1,No,16,No,3,1,18
No,303,Tab,26577,2,2,Big Cities,52,5722,7,No,22,No,3,2,8
No,321,Tab,7045,1,4,Beach,102,2579,3,No,24,No,2,1,8
No,284,Tab,45680,10,4,Beach,54,4202,2,Yes,18,No,4,0,18
No,335,Tab,34382,12,3,Beach,68,14342,1,No,19,No,3,1,25
No,310,Tab,19437,2,3,Historical site,84,3452,6,No,29,Yes,2,1,20
No,413,Tab,28747,5,2,Historical site,89,19413,4,No,23,No,3,1,24
No,263,Mobile,48343,4,4,Big Cities,78,6541,9,No,22,No,1,1,6
No,237,Tab,16805,7,2,Historical site,40,4315,1,No,18,No,2,1,13
No,332,Laptop,10958,21,3,Historical site,65,2265,7,No,24,Yes,1,1,8
No,333,Tab,51560,8,4,Other,82,4525,4,Yes,22,No,4,0,8
No,197,Tab,31195,4,2,Beach,105,4499,1,Yes,17,No,2,0,5
No,285,Mobile,37214,25,5,Historical site,77,4454,3,Yes,26,No,1,2,15
No,241,Tab,11518,1,2,Beach,103,2230,1,No,22,No,3,1,4
No,303,Laptop,42633,1,1,Beach,62,19203,1,Yes,18,No,3,1,21
No,429,Laptop,31715,6,3,Beach,95,13220,9,No,23,No,4,3,36
No,235,Tab,37881,12,3,Trekking,89,6580,0,No,15,No,2,0,6
No,320,Tab,22586,1,3,Big Cities,57,8404,1,No,19,No,3,1,10
No,222,Tab,45506,17,2,Historical site,88,4569,1,No,15,No,4,1,10
Yes,195,Tab,24091,3,3,Historical site,96,4041,5,No,25,No,3,1,6
No,396,Tab,11170,3,3,Historical site,45,7981,2,Yes,17,No,3,0,28
No,349,Tab,6724,10,2,Beach,72,2665,3,No,32,Yes,4,2,8
No,396,Tab,52153,4,2,Beach,34,16567,2,No,17,No,4,0,31
No,326,Laptop,18630,29,2,Beach,102,4568,2,No,23,No,2,1,19
No,228,Tab,11103,2,3,Beach,49,6097,2,No,27,Yes,3,0,11
No,459,Tab,14782,7,3,Beach,52,19575,5,No,21,No,4,0,33
No,357,Tab,51982,18,3,Historical site,94,4816,2,No,17,No,3,1,19
No,320,Laptop,47884,28,4,Trekking,92,4529,0,No,18,No,4,3,7
Yes,192,Tab,50688,1,1,Trekking,72,3209,1,Yes,26,No,2,0,6
Yes,259,Laptop,10367,6,2,Big Cities,41,2363,0,No,22,No,4,1,3
No,296,Laptop,52156,2,2,Beach,49,1712,1,Yes,29,Yes,3,1,1
No,310,Tab,48933,2,4,Beach,90,18052,0,No,23,No,4,0,21
No,203,Tab,47225,23,3,Beach,96,2898,1,No,26,Yes,2,2,3
No,228,Mobile,49008,3,3,Beach,57,2104,4,No,21,No,3,1,9
No,226,Tab,34522,3,4,Historical site,104,11943,1,No,25,No,3,0,10
Yes,228,Tab,14283,25,5,Trekking,76,2550,5,No,28,No,2,0,6
Yes,148,Tab,17121,2,2,Trekking,55,2569,1,No,24,No,3,0,1
No,230,Mobile,48933,22,4,Other,73,8422,0,No,15,No,3,0,10
No,435,Tab,7353,29,3,Big Cities,62,14127,3,No,15,No,3,1,32
No,378,Tab,38474,29,4,Beach,91,17058,0,No,24,No,2,1,28
